draft_year,team,pdx4_prev,rank_prev,pct_prev,eff_value,explosive_pass_rate_allowed,completion_pct_allowed,int_rate_allowed,dropbacks
2001,BAL,1.4540355398688471,1.0,1.0,4.893421052631579,0.0940860215053763,0.4894736842105263,0.0434210526315789,760
2001,TB,1.2600285469920849,2.0,0.9666666666666667,4.864788732394366,0.0909090909090909,0.5112676056338028,0.0366197183098591,710
2001,TEN,1.0288850893799844,3.0,0.9333333333333333,4.791150442477876,0.1538461538461538,0.4371681415929203,0.0300884955752212,565
2001,MIA,0.9118152281187446,4.0,0.9,5.180936995153473,0.1447811447811448,0.4798061389337641,0.0436187399030694,619
2001,PHI,0.836530370123147,5.0,0.8666666666666667,5.061855670103093,0.1107871720116618,0.5051546391752577,0.0279823269513991,679
2001,NYG,0.76815564325331,6.0,0.8333333333333334,5.157757496740548,0.1317204301075268,0.485006518904824,0.0312907431551499,767
2001,DET,0.6750210690990143,7.0,0.8,5.674061433447099,0.1028938906752411,0.5307167235494881,0.0426621160409556,586
2001,NYJ,0.6066370336751964,8.0,0.7666666666666666,5.303602058319039,0.1698113207547169,0.4545454545454545,0.0360205831903945,583
2001,PIT,0.5369119856001072,9.0,0.7333333333333334,5.445993031358885,0.1321428571428571,0.4878048780487805,0.0296167247386759,574
2001,WAS,0.44533816284542327,10.0,0.7,5.43177570093458,0.1574803149606299,0.4747663551401869,0.0317757009345794,535
2001,BUF,0.38453084089105305,11.0,0.6666666666666667,5.456647398843931,0.1301115241635687,0.5183044315992292,0.0289017341040462,519
2001,LV,0.3728565456233994,12.0,0.6333333333333333,5.7883522727272725,0.1036269430051813,0.5482954545454546,0.0355113636363636,704
2001,DAL,0.34095163642616316,13.0,0.6,5.682170542635659,0.111913357400722,0.5368217054263565,0.0310077519379844,516
2001,GB,0.19899512873865866,14.0,0.5666666666666667,5.810064935064935,0.1498371335504886,0.4983766233766233,0.034090909090909,616
2001,LAC,0.18270709235898086,15.0,0.5333333333333333,5.871478873239437,0.1045751633986928,0.5387323943661971,0.0264084507042253,568
2001,IND,-0.2631978189310289,16.0,0.5,5.959935897435898,0.1547619047619047,0.5384615384615384,0.0272435897435897,624
2001,DEN,-0.268513425552456,17.0,0.4666666666666667,6.367441860465116,0.1849529780564263,0.4945736434108527,0.041860465116279,645
2001,KC,-0.31658650226921853,18.0,0.43333333333333335,5.970070422535211,0.1173020527859237,0.6003521126760564,0.0246478873239436,568
2001,NO,-0.36916743119805856,19.0,0.4,6.009230769230769,0.205521472392638,0.5015384615384615,0.0353846153846153,650
2001,NE,-0.38648660653981526,20.0,0.3666666666666667,6.165,0.1308411214953271,0.535,0.0166666666666666,600
2001,CLE,-0.42282735839915186,21.0,0.33333333333333337,6.0482374768089056,0.1870229007633587,0.4860853432282003,0.0222634508348794,539
2001,CAR,-0.49119792755166747,22.0,0.30000000000000004,6.433389544688027,0.1164772727272727,0.5935919055649241,0.0286677908937605,593
